,surface,tourney_date,winner_id,winner_hand,winner_ht,winner_age,loser_id,loser_hand,loser_ht,loser_age,best_of,winner_rank,winner_rank_points,loser_rank,loser_rank_points,Month,Quarter
41,Hard,2020-01-06,106220,R,,26.4421629021,104327,R,178.0,35.8165639973,3,417.0,80.0,200.0,242.0,1,1
42,Hard,2020-01-06,105676,R,163.0,29.0814510609,105430,R,,30.1519507187,3,11.0,2335.0,46.0,1067.0,1,1
43,Hard,2020-01-06,104327,R,178.0,35.8165639973,126612,R,,24.6926762491,3,200.0,242.0,816.0,18.0,1,1
44,Hard,2020-01-06,105777,R,188.0,28.643394935,105554,R,175.0,29.623545516799997,3,20.0,1702.0,42.0,1124.0,1,1
45,Hard,2020-01-06,111815,L,,24.372347707,106220,R,,26.4421629021,3,52.0,975.0,417.0,80.0,1,1
46,Hard,2020-01-06,105554,R,175.0,29.623545516799997,105430,R,,30.1519507187,3,42.0,1124.0,46.0,1067.0,1,1
47,Hard,2020-01-06,111815,L,,24.372347707,126612,R,,24.6926762491,3,52.0,975.0,816.0,18.0,1,1
48,Hard,2020-01-06,105777,R,188.0,28.643394935,105430,R,,30.1519507187,3,20.0,1702.0,46.0,1067.0,1,1
49,Hard,2020-01-06,106220,R,,26.4421629021,126612,R,,24.6926762491,3,417.0,80.0,816.0,18.0,1,1
50,Hard,2020-01-06,106421,R,,23.901437371700002,104926,R,178.0,32.6214921287,3,5.0,5705.0,12.0,2290.0,1,1
51,Hard,2020-01-06,111575,R,,23.627652293,105882,U,,28.052019165,3,17.0,1840.0,82.0,637.0,1,1
52,Hard,2020-01-06,106421,R,,23.901437371700002,104545,R,206.0,34.6967830253,3,5.0,5705.0,19.0,1770.0,1,1
53,Hard,2020-01-06,111575,R,,23.627652293,126203,R,,22.1902806297,3,17.0,1840.0,31.0,1315.0,1,1
54,Hard,2020-01-06,106421,R,,23.901437371700002,134770,R,,21.0403832991,3,5.0,5705.0,53.0,949.0,1,1
55,Hard,2020-01-06,111575,R,,23.627652293,126340,U,,22.8008213552,3,17.0,1840.0,329.0,117.0,1,1
56,Hard,2020-01-06,104926,R,178.0,32.6214921287,104545,R,206.0,34.6967830253,3,12.0,2290.0,19.0,1770.0,1,1
57,Hard,2020-01-06,105882,U,,28.052019165,126203,R,,22.1902806297,3,82.0,637.0,31.0,1315.0,1,1
58,Hard,2020-01-06,134770,R,,21.0403832991,104926,R,178.0,32.6214921287,3,53.0,949.0,12.0,2290.0,1,1
59,Hard,2020-01-06,105882,U,,28.052019165,126340,U,,22.8008213552,3,82.0,637.0,329.0,117.0,1,1
60,Hard,2020-01-06,134770,R,,21.0403832991,104545,R,206.0,34.6967830253,3,53.0,949.0,19.0,1770.0,1,1
61,Hard,2020-01-06,126203,R,,22.1902806297,126340,U,,22.8008213552,3,31.0,1315.0,329.0,117.0,1,1
62,Hard,2020-01-06,106432,R,,23.143052703600002,106233,R,185.0,26.340862423,3,28.0,1415.0,4.0,5825.0,1,1
63,Hard,2020-01-06,105227,R,198.0,31.2717316906,110602,R,,26.3572895277,3,38.0,1165.0,105.0,524.0,1,1
64,Hard,2020-01-06,106233,R,185.0,26.340862423,106043,R,170.0,27.3894592745,3,4.0,5825.0,13.0,2125.0,1,1
65,Hard,2020-01-06,110602,R,,26.3572895277,105550,L,185.0,29.6399726215,3,105.0,524.0,25.0,1530.0,1,1
66,Hard,2020-01-06,128034,R,,22.8993839836,106233,R,185.0,26.340862423,3,37.0,1198.0,4.0,5825.0,1,1
67,Hard,2020-01-06,200390,R,,20.9582477755,110602,R,,26.3572895277,3,448.0,70.0,105.0,524.0,1,1
68,Hard,2020-01-06,106043,R,170.0,27.3894592745,106432,R,,23.143052703600002,3,13.0,2125.0,28.0,1415.0,1,1
69,Hard,2020-01-06,105550,L,185.0,29.6399726215,105227,R,198.0,31.2717316906,3,25.0,1530.0,38.0,1165.0,1,1
70,Hard,2020-01-06,128034,R,,22.8993839836,106432,R,,23.143052703600002,3,37.0,1198.0,28.0,1415.0,1,1
71,Hard,2020-01-06,105227,R,198.0,31.2717316906,200390,R,,20.9582477755,3,38.0,1165.0,448.0,70.0,1,1
72,Hard,2020-01-06,128034,R,,22.8993839836,106043,R,170.0,27.3894592745,3,37.0,1198.0,13.0,2125.0,1,1
73,Hard,2020-01-06,105550,L,185.0,29.6399726215,111794,R,,23.980835044499997,3,25.0,1530.0,97.0,575.0,1,1
74,Hard,2020-01-06,126774,R,,21.401779602999998,100644,R,198.0,22.71321013,3,6.0,5300.0,7.0,3345.0,1,1
75,Hard,2020-01-06,105526,R,,29.7002053388,133018,R,,23.5838466804,3,35.0,1245.0,486.0,62.0,1,1
76,Hard,2020-01-06,133430,L,,20.7282683094,100644,R,198.0,22.71321013,3,14.0,2050.0,7.0,3345.0,1,1
77,Hard,2020-01-06,105526,R,,29.7002053388,200000,R,,19.4113620808,3,35.0,1245.0,21.0,1636.0,1,1
78,Hard,2020-01-06,200282,R,,20.8843258042,100644,R,198.0,22.71321013,3,18.0,1775.0,7.0,3345.0,1,1
79,Hard,2020-01-06,106401,R,193.0,24.6954140999,105526,R,,29.7002053388,3,29.0,1375.0,35.0,1245.0,1,1
80,Hard,2020-01-06,133430,L,,20.7282683094,126774,R,,21.401779602999998,3,14.0,2050.0,6.0,5300.0,1,1
81,Hard,2020-01-06,200000,R,,19.4113620808,133018,R,,23.5838466804,3,21.0,1636.0,486.0,62.0,1,1
82,Hard,2020-01-06,106401,R,193.0,24.6954140999,126774,R,,21.401779602999998,3,29.0,1375.0,6.0,5300.0,1,1
83,Hard,2020-01-06,105357,R,183.0,30.5626283368,133018,R,,23.5838466804,3,48.0,1026.0,486.0,62.0,1,1
84,Hard,2020-01-06,200282,R,,20.8843258042,133430,L,,20.7282683094,3,18.0,1775.0,14.0,2050.0,1,1
85,Hard,2020-01-06,105357,R,183.0,30.5626283368,200000,R,,19.4113620808,3,48.0,1026.0,21.0,1636.0,1,1
86,Hard,2020-01-06,126094,R,,22.212183436,144895,L,,20.717316906199997,3,23.0,1584.0,81.0,638.0,1,1
87,Hard,2020-01-06,144895,L,,20.717316906199997,104527,R,183.0,34.7761806982,3,81.0,638.0,15.0,1955.0,1,1
88,Hard,2020-01-06,126094,R,,22.212183436,200175,R,,20.3504449008,3,23.0,1584.0,62.0,881.0,1,1
89,Hard,2020-01-06,104527,R,183.0,34.7761806982,105379,R,181.0,30.46954141,3,15.0,1955.0,58.0,905.0,1,1
90,Hard,2020-01-06,144895,L,,20.717316906199997,104269,L,188.0,36.1423682409,3,81.0,638.0,49.0,1025.0,1,1
91,Hard,2020-01-06,200175,R,,20.3504449008,105916,R,,27.909650924,3,62.0,881.0,70.0,790.0,1,1
92,Hard,2020-01-06,126094,R,,22.212183436,105732,R,188.0,28.804928131399997,3,23.0,1584.0,65.0,840.0,1,1
93,Hard,2020-01-06,104527,R,183.0,34.7761806982,104871,R,188.0,32.8980150582,3,15.0,1955.0,54.0,920.0,1,1
94,Hard,2020-01-06,105379,R,181.0,30.46954141,122330,R,,22.554414784400002,3,58.0,905.0,55.0,919.0,1,1
95,Hard,2020-01-06,144895,L,,20.717316906199997,105683,R,196.0,29.0266940452,3,81.0,638.0,32.0,1305.0,1,1
96,Hard,2020-01-06,104269,L,188.0,36.1423682409,105936,R,185.0,27.8576317591,3,49.0,1025.0,40.0,1148.0,1,1
97,Hard,2020-01-06,105916,R,,27.909650924,117356,R,,24.3778234086,3,70.0,790.0,279.0,144.0,1,1
98,Hard,2020-01-06,200175,R,,20.3504449008,104542,R,188.0,34.7214236824,3,62.0,881.0,30.0,1340.0,1,1
99,Hard,2020-01-06,105732,R,188.0,28.804928131399997,111513,R,,24.596851471599997,3,65.0,840.0,39.0,1151.0,1,1
100,Hard,2020-01-06,126094,R,,22.212183436,105062,R,183.0,32.0301163587,3,23.0,1584.0,66.0,816.0,1,1
101,Hard,2020-01-06,104871,R,188.0,32.8980150582,106296,R,183.0,25.8863791923,3,54.0,920.0,83.0,636.0,1,1
102,Hard,2020-01-06,105379,R,181.0,30.46954141,144707,R,,21.325119780999998,3,58.0,905.0,76.0,681.0,1,1
103,Hard,2020-01-06,122330,R,,22.554414784400002,105173,L,183.0,31.5208761123,3,55.0,919.0,43.0,1111.0,1,1
104,Hard,2020-01-06,144895,L,,20.717316906199997,105815,R,,28.4599589322,3,81.0,638.0,68.0,803.0,1,1
105,Hard,2020-01-06,104269,L,188.0,36.1423682409,104665,R,180.0,33.9520876112,3,49.0,1025.0,64.0,867.0,1,1
106,Hard,2020-01-06,105936,R,185.0,27.8576317591,106378,R,,24.9938398357,3,40.0,1148.0,69.0,800.0,1,1
107,Hard,2020-01-06,105916,R,,27.909650924,126207,R,,21.9603011636,3,70.0,790.0,47.0,1050.0,1,1
108,Hard,2020-01-06,117356,R,,24.3778234086,105575,R,175.0,29.5441478439,3,279.0,144.0,67.0,804.0,1,1
109,Hard,2020-01-06,200175,R,,20.3504449008,111442,R,,25.7138945927,3,62.0,881.0,63.0,878.0,1,1
110,Hard,2020-01-06,111513,R,,24.596851471599997,132283,R,,24.657084188899997,3,39.0,1151.0,51.0,990.0,1,1
111,Hard,2020-01-06,105732,R,188.0,28.804928131399997,106065,R,,27.266255989,3,65.0,840.0,75.0,690.0,1,1
112,Hard,2020-01-06,105062,R,183.0,32.0301163587,104291,R,185.0,35.961670089,3,66.0,816.0,229.0,206.0,1,1
113,Hard,2020-01-13,126094,R,,22.2313483915,144750,R,,22.8829568789,3,18.0,1799.0,91.0,594.0,1,1
114,Hard,2020-01-13,144750,R,,22.8829568789,126205,R,,22.6584531143,3,91.0,594.0,90.0,600.0,1,1
115,Hard,2020-01-13,126094,R,,22.2313483915,200000,R,,19.430527036300003,3,18.0,1799.0,22.0,1656.0,1,1
116,Hard,2020-01-13,126205,R,,22.6584531143,105077,L,188.0,31.989048596900002,3,90.0,600.0,42.0,1130.0,1,1
117,Hard,2020-01-13,144750,R,,22.8829568789,105807,R,188.0,28.5065023956,3,91.0,594.0,30.0,1377.0,1,1
118,Hard,2020-01-13,126094,R,,22.2313483915,105554,R,175.0,29.6427104723,3,18.0,1799.0,33.0,1324.0,1,1
119,Hard,2020-01-13,200000,R,,19.430527036300003,106109,L,,27.019849418200003,3,22.0,1656.0,157.0,332.0,1,1
120,Hard,2020-01-13,105077,L,188.0,31.989048596900002,144719,R,,22.6913073238,3,42.0,1130.0,88.0,608.0,1,1
121,Hard,2020-01-13,126205,R,,22.6584531143,104655,R,180.0,34.0314852841,3,90.0,600.0,44.0,1097.0,1,1
122,Hard,2020-01-13,105807,R,188.0,28.5065023956,104871,R,188.0,32.9171800137,3,30.0,1377.0,56.0,920.0,1,1
123,Hard,2020-01-13,144750,R,,22.8829568789,111513,R,,24.6160164271,3,91.0,594.0,40.0,1165.0,1,1
124,Hard,2020-01-13,105554,R,175.0,29.6427104723,122330,R,,22.573579739899998,3,33.0,1324.0,55.0,934.0,1,1
125,Hard,2020-01-13,126094,R,,22.2313483915,105023,R,198.0,32.2683093771,3,18.0,1799.0,45.0,1080.0,1,1
126,Hard,2020-01-13,106109,L,,27.019849418200003,105526,R,,29.7193702943,3,157.0,332.0,37.0,1270.0,1,1
127,Hard,2020-01-13,200000,R,,19.430527036300003,105902,R,183.0,27.9780971937,3,22.0,1656.0,96.0,576.0,1,1
128,Hard,2020-01-13,105077,L,188.0,31.989048596900002,111442,R,,25.733059548299998,3,42.0,1130.0,65.0,843.0,1,1
129,Hard,2020-01-13,126205,R,,22.6584531143,105379,R,181.0,30.4887063655,3,90.0,600.0,54.0,950.0,1,1
130,Hard,2020-01-13,104655,R,180.0,34.0314852841,124187,R,,22.376454483200003,3,44.0,1097.0,38.0,1227.0,1,1
131,Hard,2020-01-13,104871,R,188.0,32.9171800137,104468,R,183.0,35.044490075300004,3,56.0,920.0,60.0,890.0,1,1
132,Hard,2020-01-13,111513,R,,24.6160164271,200615,R,,20.4407939767,3,40.0,1165.0,95.0,585.0,1,1
133,Hard,2020-01-13,144750,R,,22.8829568789,106426,R,,23.6221765914,3,91.0,594.0,36.0,1285.0,1,1
134,Hard,2020-01-13,122330,R,,22.573579739899998,126203,R,,22.2094455852,3,55.0,934.0,32.0,1335.0,1,1
135,Hard,2020-01-13,105554,R,175.0,29.6427104723,106228,R,,26.4120465435,3,33.0,1324.0,51.0,1017.0,1,1
136,Hard,2020-01-13,105023,R,198.0,32.2683093771,106296,R,183.0,25.9055441478,3,45.0,1080.0,82.0,643.0,1,1
137,Hard,2020-01-13,105526,R,,29.7193702943,106099,R,,27.077344284699997,3,37.0,1270.0,94.0,586.0,1,1
138,Hard,2020-01-13,106109,L,,27.019849418200003,103565,R,185.0,39.6577686516,3,157.0,332.0,661.0,30.0,1,1
139,Hard,2020-01-13,105902,R,183.0,27.9780971937,105643,L,190.0,29.273100616,3,96.0,576.0,73.0,709.0,1,1
140,Hard,2020-01-13,200005,L,,21.5496235455,105332,R,196.0,30.6830937714,3,57.0,900.0,24.0,1598.0,1,1
141,Hard,2020-01-13,105332,R,196.0,30.6830937714,128034,R,,22.9185489391,3,24.0,1598.0,34.0,1318.0,1,1
142,Hard,2020-01-13,200005,L,,21.5496235455,104545,R,206.0,34.715947980799996,3,57.0,900.0,20.0,1770.0,1,1
143,Hard,2020-01-13,128034,R,,22.9185489391,103852,L,188.0,38.3134839151,3,34.0,1318.0,61.0,888.0,1,1
144,Hard,2020-01-13,105332,R,196.0,30.6830937714,105357,R,183.0,30.5817932923,3,24.0,1598.0,47.0,1071.0,1,1
145,Hard,2020-01-13,104545,R,206.0,34.715947980799996,106378,R,,25.0130047912,3,20.0,1770.0,69.0,800.0,1,1
146,Hard,2020-01-13,200005,L,,21.5496235455,133430,L,,20.7474332649,3,57.0,900.0,13.0,2200.0,1,1
147,Hard,2020-01-13,103852,L,188.0,38.3134839151,104926,R,178.0,32.6406570842,3,61.0,888.0,12.0,2310.0,1,1
148,Hard,2020-01-13,128034,R,,22.9185489391,144707,R,,21.3442847365,3,34.0,1318.0,77.0,685.0,1,1
149,Hard,2020-01-13,105357,R,183.0,30.5817932923,111575,R,,23.6468172485,3,47.0,1071.0,16.0,1995.0,1,1
150,Hard,2020-01-13,105332,R,196.0,30.6830937714,106329,L,,25.620807665999997,3,24.0,1598.0,86.0,616.0,1,1
151,Hard,2020-01-13,106378,R,,25.0130047912,104312,R,190.0,35.8932238193,3,69.0,800.0,84.0,636.0,1,1
152,Hard,2020-01-13,104545,R,206.0,34.715947980799996,105815,R,,28.4791238877,3,20.0,1770.0,101.0,553.0,1,1
153,Hard,2020-01-13,200005,L,,21.5496235455,106065,R,,27.285420944600002,3,57.0,900.0,76.0,690.0,1,1
154,Hard,2020-01-13,133430,L,,20.7474332649,105577,R,193.0,29.5578370979,3,13.0,2200.0,146.0,360.0,1,1
155,Hard,2020-01-13,103852,L,188.0,38.3134839151,104665,R,180.0,33.9712525667,3,61.0,888.0,63.0,867.0,1,1
156,Hard,2020-01-13,144707,R,,21.3442847365,126207,R,,21.9794661191,3,77.0,685.0,49.0,1050.0,1,1
157,Hard,2020-01-13,128034,R,,22.9185489391,132283,R,,24.6762491444,3,34.0,1318.0,52.0,990.0,1,1
158,Hard,2020-01-13,105357,R,183.0,30.5817932923,111581,R,,22.006844627,3,47.0,1071.0,227.0,207.0,1,1
159,Hard,2020-01-13,106329,L,,25.620807665999997,111815,L,,24.391512662600004,3,86.0,616.0,62.0,885.0,1,1
160,Hard,2020-01-13,105332,R,196.0,30.6830937714,206173,U,,18.409308692699998,3,24.0,1598.0,79.0,671.0,1,1
161,Hard,2020-01-13,104312,R,190.0,35.8932238193,105173,L,183.0,31.5400410678,3,84.0,636.0,43.0,1111.0,1,1
162,Hard,2020-01-13,106378,R,,25.0130047912,200221,R,,20.6078028747,3,69.0,800.0,85.0,627.0,1,1
163,Hard,2020-01-13,105815,R,,28.4791238877,105030,R,,32.243668720100004,3,101.0,553.0,,,1,1
164,Hard,2020-01-13,106065,R,,27.285420944600002,104919,R,188.0,32.6652977413,3,76.0,690.0,100.0,558.0,1,1
165,Hard,2020-01-13,200005,L,,21.5496235455,134770,R,,21.0595482546,3,57.0,900.0,46.0,1079.0,1,1
166,Hard,2020-01-13,105577,R,193.0,29.5578370979,105311,R,185.0,30.789869952100002,3,146.0,360.0,58.0,891.0,1,1
167,Hard,2020-01-20,104745,L,185.0,33.6317590691,106198,R,,26.5954825462,5,1.0,10235.0,73.0,743.0,1,1
168,Hard,2020-01-20,105643,L,190.0,29.2922655715,105311,R,185.0,30.8090349076,5,76.0,711.0,59.0,891.0,1,1
169,Hard,2020-01-20,105376,R,185.0,30.5160848734,111153,R,,23.7097878166,5,120.0,463.0,221.0,215.0,1,1
170,Hard,2020-01-20,105807,R,188.0,28.5256673511,106075,R,,27.2087611225,5,30.0,1422.0,139.0,379.0,1,1
171,Hard,2020-01-20,106401,R,193.0,24.733744011,132283,R,,24.6954140999,5,26.0,1520.0,53.0,990.0,1,1
172,Hard,2020-01-20,104468,R,183.0,35.0636550308,104655,R,180.0,34.0506502396,5,61.0,890.0,46.0,1097.0,1,1
173,Hard,2020-01-20,144707,R,,21.363449692,106034,R,,27.457905544099997,5,78.0,709.0,93.0,594.0,1,1
174,Hard,2020-01-20,111575,R,,23.665982204000002,106408,U,,24.550308008200002,5,17.0,1995.0,196.0,254.0,1,1
175,Hard,2020-01-20,104792,R,193.0,33.3853524983,104229,R,180.0,36.4353182752,5,10.0,2565.0,,,1,1
176,Hard,2020-01-20,103333,R,208.0,40.8925393566,105577,R,193.0,29.5770020534,5,124.0,436.0,138.0,392.0,1,1
177,Hard,2020-01-20,105379,R,181.0,30.507871321,105902,R,183.0,27.9972621492,5,55.0,950.0,94.0,588.0,1,1
178,Hard,2020-01-20,105208,R,190.0,31.3894592745,200000,R,,19.4496919918,5,256.0,179.0,22.0,1701.0,1,1
179,Hard,2020-01-20,126203,R,,22.2286105407,134868,R,,23.550992470900002,5,34.0,1335.0,175.0,288.0,1,1
180,Hard,2020-01-20,104731,R,203.0,33.6755646817,125802,R,,25.9028062971,5,122.0,445.0,149.0,354.0,1,1
181,Hard,2020-01-20,106109,L,,27.0390143737,105077,L,188.0,32.0082135524,5,140.0,377.0,42.0,1130.0,1,1
182,Hard,2020-01-20,106233,R,185.0,26.379192334000003,105173,L,183.0,31.5592060233,5,5.0,5890.0,44.0,1111.0,1,1
183,Hard,2020-01-20,106421,R,,23.9397672827,126207,R,,21.9986310746,5,4.0,5960.0,50.0,1050.0,1,1
184,Hard,2020-01-20,124079,R,,22.735112936300002,136440,L,,25.7275838467,5,168.0,300.0,89.0,609.0,1,1
185,Hard,2020-01-20,144719,R,,22.7104722793,200384,U,,19.3155373032,5,90.0,608.0,247.0,189.0,1,1
186,Hard,2020-01-20,200615,R,,20.4599589322,104542,R,188.0,34.7597535934,5,96.0,585.0,33.0,1340.0,1,1
187,Hard,2020-01-20,104545,R,206.0,34.7351129363,106329,L,,25.6399726215,5,19.0,1860.0,86.0,640.0,1,1
188,Hard,2020-01-20,126214,L,,22.633812457199998,123755,U,,23.5893223819,5,208.0,233.0,186.0,269.0,1,1
189,Hard,2020-01-20,104312,R,190.0,35.9123887748,200175,R,,20.3887748118,5,85.0,646.0,54.0,959.0,1,1
190,Hard,2020-01-20,104527,R,183.0,34.8145106092,106000,R,172.0,27.6687200548,5,15.0,2045.0,92.0,594.0,1,1
191,Hard,2020-01-20,105676,R,163.0,29.1197809719,104871,R,188.0,32.9363449692,5,11.0,2555.0,58.0,920.0,1,1
192,Hard,2020-01-20,105732,R,188.0,28.8432580424,111815,L,,24.4106776181,5,64.0,865.0,62.0,885.0,1,1
193,Hard,2020-01-20,105216,R,173.0,31.337440109499997,200611,U,,21.3004791239,5,91.0,608.0,231.0,205.0,1,1
194,Hard,2020-01-20,126094,R,,22.250513347,106331,U,,25.6317590691,5,16.0,2004.0,115.0,481.0,1,1
195,Hard,2020-01-20,105932,R,185.0,27.906913073200002,126952,R,,22.1327857632,5,29.0,1485.0,87.0,637.0,1,1
196,Hard,2020-01-20,104269,L,188.0,36.180698152,105539,R,185.0,29.7002053388,5,51.0,1050.0,106.0,522.0,1,1
197,Hard,2020-01-20,106078,R,,27.189596166999998,134770,R,,21.0787132101,5,98.0,575.0,48.0,1079.0,1,1
198,Hard,2020-01-20,100644,R,198.0,22.7515400411,106065,R,,27.3045859001,5,7.0,3345.0,77.0,710.0,1,1
199,Hard,2020-01-20,126610,R,,23.772758384699998,106302,R,,25.8726899384,5,8.0,2870.0,162.0,316.0,1,1
200,Hard,2020-01-20,105815,R,,28.4982888433,105477,R,,29.968514715900003,5,100.0,573.0,202.0,238.0,1,1
201,Hard,2020-01-20,105575,R,175.0,29.582477755,106148,R,,26.8281998631,5,69.0,804.0,83.0,664.0,1,1
202,Hard,2020-01-20,105023,R,198.0,32.287474332600006,106432,R,,23.1813826146,5,45.0,1100.0,28.0,1490.0,1,1
203,Hard,2020-01-20,105550,L,185.0,29.6783025325,105441,L,,30.1273100616,5,25.0,1585.0,308.0,130.0,1,1
204,Hard,2020-01-20,106296,R,183.0,25.9247091034,105633,R,183.0,29.3360711841,5,84.0,649.0,173.0,291.0,1,1
205,Hard,2020-01-20,111442,R,,25.7522245038,122330,R,,22.5927446954,5,66.0,843.0,56.0,948.0,1,1
206,Hard,2020-01-20,104926,R,178.0,32.659822039699996,124187,R,,22.3956194387,5,12.0,2310.0,38.0,1227.0,1,1
207,Hard,2020-01-20,105916,R,,27.947980835,133430,L,,20.7665982204,5,67.0,827.0,13.0,2200.0,1,1
208,Hard,2020-01-20,206173,U,,18.4284736482,126845,U,,21.7987679671,5,82.0,671.0,216.0,221.0,1,1
209,Hard,2020-01-20,126205,R,,22.6776180698,104919,R,188.0,32.6844626968,5,80.0,696.0,101.0,564.0,1,1
210,Hard,2020-01-20,105777,R,188.0,28.681724845999998,106228,R,,26.431211499,5,20.0,1772.0,52.0,1017.0,1,1
211,Hard,2020-01-20,128034,R,,22.9377138946,110602,R,,26.3956194387,5,31.0,1398.0,99.0,574.0,1,1
